ID, route, distanceKm, originAirport, originCity, latitude, longitude, destinationAirport, destinationCity, latitude, longitude, dayOfWeek, departureTime, arrivalTime, flightSize
CA3029, YZZ-YXP, 3482, YZZ, Trail, 49.0555992126, -117.60900116, YXP, Pangnirtung, 66.1449966431, -65.71360015869999, 3, 18:57, 01:22, 145, 
CA393, YHI-ZGS, 3650, YHI, Holman Island, 70.76280212402344, -117.80599975585938, ZGS, La Romaine, 50.259701, -60.679401, 7, 05:08, 10:55, 145, 
CA3122, YRQ-YME, 480, YRQ, Trois Rivieres, 46.35279846191406, -72.67939758300781, YME, Matane, 48.85689926147461, -67.45330047607422, 2, 21:54, 22:40, 232, 
CA1669, YXH-YHZ, 3536, YXH, Medicine Hat, 50.01890182495117, -110.72100067138672, YHZ, Halifax, 44.8807983398, -63.5085983276, 3, 07:02, 12:46, 145, 
CA651, YNA-DU9, 1581, YNA, Natashquan, 50.189998626708984, -61.78919982910156, DU9, Dunnville, 42.872200012200004, -79.5958023071, 4, 22:26, 00:57, 81, 
CA997, YQB-YYC, 3105, YQB, Quebec, 46.7911, -71.393303, YYC, Calgary, 51.113899231, -114.019996643, 0, 09:49, 14:53, 110, 
CA1617, YWA-YCW, 3319, YWA, Petawawa, 45.95220184326172, -77.31919860839844, YCW, Chilliwack, 49.1528015137, -121.939002991, 6, 16:52, 22:20, 81, 
CA761, YOW-YYC, 2879, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YYC, Calgary, 51.113899231, -114.019996643, 0, 05:58, 10:51, 110, 
CA1466, YVR-YEG, 809, YVR, Vancouver, 49.193901062, -123.183998108, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 08:33, 10:02, 232, 
CA1418, YVC-YDA, 2112, YVC, La Ronge, 55.151401519800004, -105.262001038, YDA, Dawson, 64.04309844970703, -139.1280059814453, 7, 12:13, 15:34, 145, 
CA204, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 06:18, 11:31, 145, 
CA546, YJT-YXU, 1848, YJT, Stephenville, 48.5442008972168, -58.54999923706055, YXU, London, 43.035599, -81.1539, 5, 05:46, 09:06, 110, 
CA3231, YCQ-YMH, 4154, YCQ, Chetwynd, 55.687198638916016, -121.62699890136719, YMH, Mary's Harbour, 52.302799224853516, -55.847198486328125, 5, 13:34, 21:06, 81, 
CA523, YIB-YUB, 3182, YIB, Atikokan, 48.7738990784, -91.6386032104, YUB, Tuktoyaktuk, 69.43329620361328, -133.0260009765625, 1, 21:31, 03:21, 81, 
CA3109, YBO-ZMT, 347, YBO, Bob Quinn Lake, 56.9667015076, -130.25, ZMT, Masset, 54.02750015258789, -132.125, 3, 10:47, 11:32, 110, 
CA893, YQA-YHN, 624, YQA, Muskoka, 44.974700927734375, -79.30329895019531, YHN, Hornepayne, 49.19309997558594, -84.75890350341797, 7, 21:20, 22:23, 145, 
CA582, YLJ-ZMH, 897, YLJ, Meadow Lake, 54.125301361083984, -108.52300262451172, ZMH, 108 Mile Ranch, 51.736099243199995, -121.333000183, 6, 18:41, 20:14, 81, 
CA460, YHZ-YVR, 4430, YHZ, Halifax, 44.8807983398, -63.5085983276, YVR, Vancouver, 49.193901062, -123.183998108, 0, 07:30, 14:29, 110, 
CA412, YHZ-YCG, 4039, YHZ, Halifax, 44.8807983398, -63.5085983276, YCG, Castlegar, 49.2963981628, -117.632003784, 7, 06:33, 13:00, 81, 
CA3313, YPS-YUD, 1600, YPS, Port Hawkesbury, 45.6567001343, -61.3680992126, YUD, Umiujaq, 56.53609848022461, -76.51830291748047, 3, 18:37, 21:21, 110, 
CA448, YHZ-YQQ, 4530, YHZ, Halifax, 44.8807983398, -63.5085983276, YQQ, Comox, 49.71080017089844, -124.88700103759766, 6, 12:13, 19:59, 145, 
CA2874, YXK-YEG, 3153, YXK, Rimouski, 48.47809982299805, -68.49690246582031, YEG, Edmonton, 53.309700012200004, -113.580001831, 6, 10:19, 15:37, 81, 
CA1754, YYC-YBL, 805, YYC, Calgary, 51.113899231, -114.019996643, YBL, Campbell River, 49.950801849365234, -125.27100372314453, 2, 17:21, 18:49, 145, 
CA621, YMM-YZD, 2642, YMM, Fort Mcmurray, 56.653301239, -111.222000122, YZD, Toronto, 43.74250030517578, -79.4655990600586, 2, 09:06, 13:11, 81, 
CA622, YMM-YZD, 2642, YMM, Fort Mcmurray, 56.653301239, -111.222000122, YZD, Toronto, 43.74250030517578, -79.4655990600586, 5, 12:35, 17:11, 81, 
CA2190, ZFM-YPD, 3985, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, YPD, Parry Sound, 45.2575, -79.829697, 4, 20:38, 03:19, 110, 
CA3039, YAB-YLW, 3053, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YLW, Kelowna, 49.9561004639, -119.377998352, 5, 20:24, 01:48, 81, 
CA3250, YEY-YQB, 549, YEY, Amos, 48.563903, -78.249702, YQB, Quebec, 46.7911, -71.393303, 7, 18:27, 19:19, 232, 
CA2197, YOA-YGP, 3218, YOA, Ekati, 64.6988983154, -110.614997864, YGP, Gaspe, 48.7752990723, -64.4785995483, 7, 21:01, 02:12, 232, 
CA2320, ZTB-YOA, 3299, ZTB, Tête-à-la-Baleine, 50.674400329589844, -59.38359832763672, YOA, Ekati, 64.6988983154, -110.614997864, 6, 13:38, 19:39, 81, 
CA511, YHZ-YTQ, 1594, YHZ, Halifax, 44.8807983398, -63.5085983276, YTQ, Tasiujaq, 58.66780090332031, -69.95580291748047, 5, 10:45, 13:11, 81, 
CA837, YPE-YRM, 453, YPE, Peace River, 56.226898, -117.446999, YRM, Rocky Mountain House, 52.4296989441, -114.903999329, 3, 12:23, 13:08, 110, 
CA2881, XTL-YSL, 2393, XTL, Tadoule Lake, 58.7061, -98.512199, YSL, St Leonard, 47.157501220703125, -67.83470153808594, 3, 22:12, 02:11, 110, 
CA920, YQB-YHM, 782, YQB, Quebec, 46.7911, -71.393303, YHM, Hamilton, 43.173599243199995, -79.93499755859999, 6, 08:24, 09:35, 232, 
CA77, YCT-YCO, 1762, YCT, Coronation, 52.0750007629, -111.444999695, YCO, Coppermine, 67.816704, -115.143997, 6, 19:37, 22:50, 110, 
CA690, YOW-YEG, 2850, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 06:41, 11:16, 110, 
CA2637, YQD-YSN, 1282, YQD, The Pas, 53.97140121459961, -101.09100341796875, YSN, Salmon Arm, 50.682802, -119.228996, 7, 22:32, 00:53, 81, 
CA94, YDA-YQW, 2159, YDA, Dawson, 64.04309844970703, -139.1280059814453, YQW, North Battleford, 52.76919937133789, -108.24400329589844, 3, 23:40, 03:13, 145, 
CA2062, YYZ-YYC, 2690, YYZ, Toronto, 43.6772003174, -79.63059997559999, YYC, Calgary, 51.113899231, -114.019996643, 0, 11:22, 16:16, 110, 
CA3282, YJF-YZF, 540, YJF, Fort Liard, 60.235801696799996, -123.46900177, YZF, Yellowknife, 62.462799072265625, -114.44000244140625, 2, 08:57, 09:48, 81, 
CA932, YQB-YHZ, 646, YQB, Quebec, 46.7911, -71.393303, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 09:56, 10:59, 232, 
CA2800, YVB-YPG, 2384, YVB, Bonaventure, 48.07109832763672, -65.46029663085938, YPG, Portage-la-prairie, 49.903099, -98.273817, 4, 15:58, 19:50, 145, 
CA1229, YSY-YQT, 3192, YSY, Sachs Harbour, 71.9938964844, -125.242996216, YQT, Thunder Bay, 48.37189865112305, -89.32389831542969, 7, 15:51, 21:35, 81, 
CA1076, YQG-YSP, 767, YQG, Windsor, 42.27560043334961, -82.95559692382812, YSP, Marathon, 48.75529861450195, -86.34439849853516, 2, 06:29, 07:52, 81, 
CA2230, YGH-ZSW, 1327, YGH, Fort Good Hope, 66.24079895019531, -128.6510009765625, ZSW, Prince Rupert, 54.33330154418945, -130.2830047607422, 4, 14:02, 16:11, 145, 
CA725, YOW-YQB, 368, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YQB, Quebec, 46.7911, -71.393303, 0, 05:13, 05:58, 110, 
CA2925, YCR-ZWL, 511, YCR, Cross Lake, 54.610599517822266, -97.76080322265625, ZWL, Wollaston Lake, 58.10689926147461, -103.1719970703125, 5, 20:09, 21:00, 145, 
CA1403, YUL-ZNA, 3737, YUL, Montreal, 45.4706001282, -73.7407989502, ZNA, Nanaimo, 49.1833000183, -123.949996948, 4, 07:34, 13:24, 81, 
CA2978, YQI-YTL, 2052, YQI, Yarmouth, 43.826900482177734, -66.08809661865234, YTL, Big Trout Lake, 53.81779861450195, -89.89689636230469, 3, 18:01, 21:31, 232, 
CA357, YFS-JOJ, 984, YFS, Fort Simpson, 61.76020050048828, -121.23699951171875, JOJ, Doris Lake, 68.1252746582, -106.585281372, 4, 08:38, 10:14, 81, 
CA1584, YVR-YSF, 1579, YVR, Vancouver, 49.193901062, -123.183998108, YSF, Stony Rapids, 59.250301361083984, -105.84100341796875, 3, 22:25, 01:19, 110, 
CA1148, YQY-ZFM, 4742, YQY, Sydney, 46.1614, -60.047798, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 2, 19:35, 03:32, 145, 
CA2622, YPM-YPN, 2082, YPM, Pikangikum, 51.819698333740234, -93.97329711914062, YPN, Port Menier, 49.83639907836914, -64.2885971069336, 3, 18:42, 22:16, 145, 
CA37, YBK-YEG, 1573, YBK, Baker Lake, 64.29889678960001, -96.077796936, YEG, Edmonton, 53.309700012200004, -113.580001831, 4, 12:12, 14:36, 232, 
CA46, YBR-YVV, 1527, YBR, Brandon, 49.91, -99.951897, YVV, Wiarton, 44.7458, -81.107201, 3, 11:12, 13:35, 232, 
CA1069, YQG-YYC, 2541, YQG, Windsor, 42.27560043334961, -82.95559692382812, YYC, Calgary, 51.113899231, -114.019996643, 3, 21:45, 02:08, 81, 
CA1629, YWG-YWB, 2026, YWG, Winnipeg, 49.909999847399995, -97.2398986816, YWB, Kangiqsujuaq, 61.5886001587, -71.929397583, 4, 11:58, 15:03, 110, 
CA424, YHZ-YEG, 3683, YHZ, Halifax, 44.8807983398, -63.5085983276, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 09:15, 15:24, 145, 
CA2814, YBV-YFC, 2313, YBV, Berens River, 52.358898, -97.018303, YFC, Fredericton, 45.868900299072266, -66.53720092773438, 7, 05:12, 09:15, 81, 
CA2051, YYZ-YVR, 3346, YYZ, Toronto, 43.6772003174, -79.63059997559999, YVR, Vancouver, 49.193901062, -123.183998108, 0, 11:23, 17:20, 81, 
CA2926, YCR-ZWL, 511, YCR, Cross Lake, 54.610599517822266, -97.76080322265625, ZWL, Wollaston Lake, 58.10689926147461, -103.1719970703125, 7, 18:43, 19:29, 110, 
CA3390, YTD-YCL, 2289, YTD, Thicket Portage, 55.31890106201172, -97.70780181884766, YCL, Charlo, 47.990799, -66.330299, 5, 06:47, 10:30, 145, 
CA1173, YRI-YUL, 407, YRI, Riviere Du Loup, 47.764400482177734, -69.58470153808594, YUL, Montreal, 45.4706001282, -73.7407989502, 4, 22:20, 23:05, 232, 
CA1070, YQG-YYC, 2541, YQG, Windsor, 42.27560043334961, -82.95559692382812, YYC, Calgary, 51.113899231, -114.019996643, 7, 14:56, 19:13, 232, 
CA672, YOD-YCK, 1636, YOD, Cold Lake, 54.404998779296875, -110.27899932861328, YCK, Colville Lake, 67.0392, -126.08, 2, 12:56, 15:27, 232, 
CA3319, YRO-WNN, 1287, YRO, Ottawa, 45.4603004456, -75.64610290530001, WNN, Wunnumin Lake, 52.89390182495117, -89.28919982910156, 5, 15:16, 17:35, 81, 
CA3195, YJP-YCB, 1872, YJP, Hinton, 53.3191986084, -117.752998352, YCB, Cambridge Bay, 69.1081008911, -105.138000488, 5, 15:30, 18:23, 145, 
CA657, YND-YEY, 394, YND, Gatineau, 45.521701812699995, -75.5635986328, YEY, Amos, 48.563903, -78.249702, 2, 06:30, 07:15, 81, 
CA2656, YSK-YYJ, 3052, YSK, Sanikiluaq, 56.5377998352, -79.2466964722, YYJ, Victoria, 48.646900177, -123.426002502, 4, 11:40, 16:43, 232, 
CA2831, YTM-ZFM, 4092, YTM, Mont-Tremblant, 46.409400939899996, -74.7799987793, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, 3, 11:22, 17:57, 145, 
CA287, YET-YMN, 3613, YET, Edson, 53.578899383499994, -116.464996338, YMN, Makkovik, 55.076900482177734, -59.1864013671875, 6, 07:04, 12:55, 145, 
CA2817, YBV-YQB, 1937, YBV, Berens River, 52.358898, -97.018303, YQB, Quebec, 46.7911, -71.393303, 5, 14:35, 17:55, 81, 
CA892, YQA-YHN, 624, YQA, Muskoka, 44.974700927734375, -79.30329895019531, YHN, Hornepayne, 49.19309997558594, -84.75890350341797, 4, 15:11, 16:09, 232, 
CA2072, YYZ-YYD, 3587, YYZ, Toronto, 43.6772003174, -79.63059997559999, YYD, Smithers, 54.82469940185547, -127.18299865722656, 3, 12:37, 18:29, 232, 
CA2153, YZT-YSC, 4080, YZT, Port Hardy, 50.680599212646484, -127.36699676513672, YSC, Sherbrooke, 45.4385986328125, -71.69139862060547, 3, 06:09, 12:55, 232, 
CA732, YOW-YQB, 368, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YQB, Quebec, 46.7911, -71.393303, 0, 09:53, 10:38, 110, 
CA1017, YQB-YYZ, 731, YQB, Quebec, 46.7911, -71.393303, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 05:12, 06:24, 145, 
CA3286, YJF-YBY, 1007, YJF, Fort Liard, 60.235801696799996, -123.46900177, YBY, Bonnyville, 54.304199, -110.744003, 4, 16:25, 17:57, 232, 
CA13, YBB-YFB, 1085, YBB, Pelly Bay, 68.534401, -89.808098, YFB, Iqaluit, 63.756402, -68.555801, 7, 08:42, 10:28, 232, 
CA2248, YHA-YQU, 3978, YHA, Port Hope Simpson, 52.528099060058594, -56.28609848022461, YQU, Grande Prairie, 55.1796989441, -118.885002136, 6, 15:53, 23:13, 232, 
CA2342, YAG-YEL, 855, YAG, Fort Frances, 48.65420150756836, -93.439697265625, YEL, ELLIOT LAKE, 46.351398468, -82.5614013672, 4, 15:44, 17:02, 110, 
CA1134, YQV-YLC, 2315, YQV, Yorkton, 51.26470184326172, -102.46199798583984, YLC, Kimmirut, 62.8499984741, -69.88330078119999, 2, 12:42, 16:22, 81, 
CA14, YBB-YZP, 2749, YBB, Pelly Bay, 68.534401, -89.808098, YZP, Sandspit, 53.25429916379999, -131.813995361, 3, 13:00, 17:21, 110, 
CA211, YEG-YUL, 2969, YEG, Edmonton, 53.309700012200004, -113.580001831, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 09:01, 14:13, 232, 
CA593, YLL-YLR, 735, YLL, Lloydminster, 53.309200286865234, -110.072998046875, YLR, Leaf Rapids, 56.513301849365234, -99.98529815673828, 3, 06:30, 07:42, 110, 
CA1357, YUL-YYC, 3006, YUL, Montreal, 45.4706001282, -73.7407989502, YYC, Calgary, 51.113899231, -114.019996643, 0, 06:10, 11:04, 110, 
CA2121, YZH-YNL, 730, YZH, Slave Lake, 55.2930984497, -114.777000427, YNL, Points North Landing, 58.27669906616211, -104.08200073242188, 3, 14:44, 15:55, 110, 
CA2510, YIV-YHO, 2199, YIV, Island Lake, 53.857200622558594, -94.65360260009766, YHO, Hopedale, 55.448299407958984, -60.228599548339844, 3, 09:37, 13:24, 232, 
CA2191, ZFM-YPD, 3985, ZFM, Fort Mcpherson, 67.40750122070312, -134.86099243164062, YPD, Parry Sound, 45.2575, -79.829697, 7, 16:09, 22:18, 232, 
CA1995, YYZ-YOW, 363, YYZ, Toronto, 43.6772003174, -79.63059997559999, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 06:18, 07:03, 81, 
CA963, YQB-YUL, 233, YQB, Quebec, 46.7911, -71.393303, YUL, Montreal, 45.4706001282, -73.7407989502, 0, 09:48, 10:33, 81, 
CA1179, YRJ-YQZ, 3495, YRJ, Roberval, 48.52000045776367, -72.2656021118164, YQZ, Quesnel, 53.026100158691406, -122.51000213623047, 2, 07:39, 13:42, 110, 
CA727, YOW-YQB, 368, YOW, Ottawa, 45.3224983215332, -75.66919708251953, YQB, Quebec, 46.7911, -71.393303, 0, 08:32, 09:17, 232, 
CA1989, YYZ-YHZ, 1288, YYZ, Toronto, 43.6772003174, -79.63059997559999, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 07:17, 09:22, 81, 
CA1828, YYC-YUX, 2620, YYC, Calgary, 51.113899231, -114.019996643, YUX, Hall Beach, 68.77610015869999, -81.2425, 3, 07:21, 12:05, 81, 
CA239, YEG-YYZ, 2689, YEG, Edmonton, 53.309700012200004, -113.580001831, YYZ, Toronto, 43.6772003174, -79.63059997559999, 0, 06:24, 10:45, 81, 
CA2504, YIK-YIF, 1698, YIK, Ivujivik, 62.417301177978516, -77.92530059814453, YIF, St-Augustin, 51.2117004395, -58.6582984924, 4, 10:10, 13:11, 81, 
CA3177, AMN-YEG, 2385, AMN, Kamloops, 43.322101593, -84.68800354, YEG, Edmonton, 53.309700012200004, -113.580001831, 3, 12:45, 16:39, 81, 
CA2724, ZBF-YLH, 1661, ZBF, Bathurst, 47.629699707, -65.738899231, YLH, Lansdowne House, 52.19559860229492, -87.93419647216797, 4, 21:14, 23:57, 81, 
CA2583, YNE-YNS, 1474, YNE, Norway House, 53.95830154418945, -97.84420013427734, YNS, Nemiscau, 51.69110107421875, -76.1355972290039, 3, 09:46, 12:25, 232, 
CA1423, YVC-YGZ, 2537, YVC, La Ronge, 55.151401519800004, -105.262001038, YGZ, Grise Fiord, 76.4261016846, -82.90920257570001, 3, 15:28, 19:41, 81, 
CA872, YPR-YQB, 4129, YPR, Prince Pupert, 54.286098480199996, -130.445007324, YQB, Quebec, 46.7911, -71.393303, 7, 16:42, 23:55, 232, 
CA830, YPE-YHU, 3245, YPE, Peace River, 56.226898, -117.446999, YHU, Montreal, 45.5175018311, -73.4169006348, 2, 13:24, 19:02, 145, 
CA2815, YBV-YFC, 2313, YBV, Berens River, 52.358898, -97.018303, YFC, Fredericton, 45.868900299072266, -66.53720092773438, 3, 17:49, 21:37, 81, 
CA531, YJN-YVR, 3724, YJN, St. Jean, 45.29439926147461, -73.28109741210938, YVR, Vancouver, 49.193901062, -123.183998108, 2, 09:03, 15:09, 232, 
CA3126, ZBM-YAM, 919, ZBM, Bromont, 45.2907981873, -72.74140167239999, YAM, Sault Sainte Marie, 46.48500061035156, -84.5093994140625, 3, 08:36, 10:08, 81, 
CA1058, YQF-YVC, 657, YQF, Red Deer Industrial, 52.18220138549805, -113.89399719238281, YVC, La Ronge, 55.151401519800004, -105.262001038, 5, 16:48, 17:53, 145, 
CA1943, YYW-YYE, 2339, YYW, Armstrong, 50.29029846191406, -88.90969848632812, YYE, Fort Nelson, 58.8363990784, -122.597000122, 3, 18:38, 22:13, 81, 
CA1775, YYC-YHZ, 3746, YYC, Calgary, 51.113899231, -114.019996643, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 11:43, 18:16, 81, 
CA2015, YYZ-YQB, 731, YYZ, Toronto, 43.6772003174, -79.63059997559999, YQB, Quebec, 46.7911, -71.393303, 0, 11:20, 12:27, 81, 
CA1214, YSM-ZTM, 1255, YSM, Fort Smith, 60.020301818847656, -111.96199798583984, ZTM, Shamattawa, 55.8656005859375, -92.0813980102539, 6, 19:24, 21:26, 232, 
CA2384, YDP-YFX, 605, YDP, Nain, 56.549198150634766, -61.680301666259766, YFX, St. Lewis, 52.372798919677734, -55.67390060424805, 7, 08:42, 09:44, 232, 
CA3386, ZJG-YAT, 1040, ZJG, Jenpeg, 54.51890182495117, -98.04609680175781, YAT, Attawapiskat, 52.9275016784668, -82.43190002441406, 2, 17:45, 19:22, 145, 
CA2130, YZP-YVR, 751, YZP, Sandspit, 53.25429916379999, -131.813995361, YVR, Vancouver, 49.193901062, -123.183998108, 1, 20:24, 21:35, 232, 
CA671, YOD-YGH, 1647, YOD, Cold Lake, 54.404998779296875, -110.27899932861328, YGH, Fort Good Hope, 66.24079895019531, -128.6510009765625, 2, 16:57, 19:38, 110, 
CA564, YKF-YVE, 3020, YKF, Waterloo, 43.460800170899994, -80.3786010742, YVE, Vernon, 50.24810028076172, -119.33100128173828, 5, 21:15, 02:27, 81, 
CA2980, YQI-YCQ, 4078, YQI, Yarmouth, 43.826900482177734, -66.08809661865234, YCQ, Chetwynd, 55.687198638916016, -121.62699890136719, 1, 14:38, 21:34, 145, 
CA2860, YWB-YHZ, 1937, YWB, Kangiqsujuaq, 61.5886001587, -71.929397583, YHZ, Halifax, 44.8807983398, -63.5085983276, 2, 07:54, 11:25, 145, 
CA1108, YQM-YEG, 3533, YQM, Moncton, 46.11220169067383, -64.67859649658203, YEG, Edmonton, 53.309700012200004, -113.580001831, 3, 15:20, 21:47, 232, 
CA1744, YXX-YGV, 4120, YXX, Abbotsford, 49.025299072265625, -122.36100006103516, YGV, Havre-Saint-Pierre, 50.281898498535156, -63.61140060424805, 2, 09:05, 15:48, 110, 
CA1627, YWG-YUT, 1950, YWG, Winnipeg, 49.909999847399995, -97.2398986816, YUT, Repulse Bay, 66.5214004517, -86.22470092770001, 2, 20:54, 00:01, 110, 
CA2455, YGX-XPP, 408, YGX, Gillam, 56.35749816894531, -94.71060180664062, XPP, Poplar River, 52.9965258788, -97.2741937637, 3, 12:10, 12:55, 110, 
CA137, YEG-YAY, 3805, YEG, Edmonton, 53.309700012200004, -113.580001831, YAY, St. Anthony, 51.3918991089, -56.083099365200006, 3, 22:32, 05:22, 145, 
CA3221, YAL-YXJ, 749, YAL, Alert Bay, 50.58219909667969, -126.91600036621094, YXJ, Fort Saint John, 56.23809814453125, -120.73999786376953, 2, 16:44, 17:58, 145, 
CA1999, YYZ-YOW, 363, YYZ, Toronto, 43.6772003174, -79.63059997559999, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 05:22, 06:07, 81, 
CA547, YJT-YXU, 1848, YJT, Stephenville, 48.5442008972168, -58.54999923706055, YXU, London, 43.035599, -81.1539, 7, 18:39, 21:48, 81, 
CA1877, YYC-YME, 3283, YYC, Calgary, 51.113899231, -114.019996643, YME, Matane, 48.85689926147461, -67.45330047607422, 7, 15:44, 21:20, 145, 
CA1603, YVR-PIW, 1890, YVR, Vancouver, 49.193901062, -123.183998108, PIW, Pikwitonei, 55.58890151977539, -97.16419982910156, 3, 19:32, 22:45, 145, 
CA1327, YUL-YTS, 673, YUL, Montreal, 45.4706001282, -73.7407989502, YTS, Timmins, 48.569698333699996, -81.376701355, 4, 20:56, 22:05, 110, 
CA2146, YZR-YOP, 3068, YZR, Sarnia, 42.9994010925293, -82.30889892578125, YOP, Rainbow Lake, 58.49140167236328, -119.40799713134766, 6, 14:07, 19:15, 232, 
CA3350, YSN-YEG, 484, YSN, Salmon Arm, 50.682802, -119.228996, YEG, Edmonton, 53.309700012200004, -113.580001831, 7, 14:33, 15:18, 110, 
CA3179, AMN-YQH, 3474, AMN, Kamloops, 43.322101593, -84.68800354, YQH, Watson Lake, 60.11640167236328, -128.82200622558594, 5, 12:21, 17:56, 110, 
CA1797, YYC-YQB, 3105, YYC, Calgary, 51.113899231, -114.019996643, YQB, Quebec, 46.7911, -71.393303, 0, 05:58, 11:00, 145, 
CA2139, YZR-YZP, 3763, YZR, Sarnia, 42.9994010925293, -82.30889892578125, YZP, Sandspit, 53.25429916379999, -131.813995361, 3, 07:06, 13:44, 232, 
CA2782, ZWL-YST, 701, ZWL, Wollaston Lake, 58.10689926147461, -103.1719970703125, YST, St. Theresa Point, 53.84560012817383, -94.85189819335938, 2, 09:35, 10:45, 81, 
CA1657, YXD-YUY, 2479, YXD, Edmonton, 53.5724983215, -113.521003723, YUY, Rouyn, 48.20610046386719, -78.83560180664062, 7, 07:43, 11:43, 145, 
CA1507, YVR-YQB, 3788, YVR, Vancouver, 49.193901062, -123.183998108, YQB, Quebec, 46.7911, -71.393303, 0, 05:21, 11:05, 81, 
CA349, YFS-YDT, 1415, YFS, Fort Simpson, 61.76020050048828, -121.23699951171875, YDT, Boundary Bay, 49.0742, -123.012001, 4, 12:07, 14:43, 110, 
CA2486, YHO-YIK, 1270, YHO, Hopedale, 55.448299407958984, -60.228599548339844, YIK, Ivujivik, 62.417301177978516, -77.92530059814453, 2, 07:26, 09:27, 110, 
CA2896, XSI-YDF, 2854, XSI, South Indian Lake, 56.7928009033, -98.9072036743, YDF, Deer Lake, 49.21080017089844, -57.39139938354492, 2, 20:36, 01:26, 145, 
CA2227, YGH-YHU, 3950, YGH, Fort Good Hope, 66.24079895019531, -128.6510009765625, YHU, Montreal, 45.5175018311, -73.4169006348, 2, 21:36, 04:01, 145, 
CA635, YMW-YZV, 842, YMW, Maniwaki, 46.2728004456, -75.9906005859, YZV, Sept-iles, 50.22330093383789, -66.2656021118164, 4, 12:17, 13:36, 110, 
CA2741, ZJN-LAK, 2528, ZJN, Swan River, 52.120601654052734, -101.23600006103516, LAK, Aklavik, 68.223297, -135.00599, 3, 19:44, 23:40, 145, 
CA1649, YXC-YFR, 1293, YXC, Cranbrook, 49.610801696777, -115.78199768066, YFR, Fort Resolution, 61.1808013916, -113.690002441, 2, 21:53, 23:57, 232, 
CA201, YEG-YRI, 3118, YEG, Edmonton, 53.309700012200004, -113.580001831, YRI, Riviere Du Loup, 47.764400482177734, -69.58470153808594, 2, 05:30, 10:36, 232, 
CA2000, YYZ-YOW, 363, YYZ, Toronto, 43.6772003174, -79.63059997559999, YOW, Ottawa, 45.3224983215332, -75.66919708251953, 0, 10:47, 11:32, 145, 
CA423, YHZ-YEG, 3683, YHZ, Halifax, 44.8807983398, -63.5085983276, YEG, Edmonton, 53.309700012200004, -113.580001831, 0, 09:19, 15:29, 232, 
CA40, YBL-YDA, 1769, YBL, Campbell River, 49.950801849365234, -125.27100372314453, YDA, Dawson, 64.04309844970703, -139.1280059814453, 7, 08:25, 11:11, 145, 
CA252, YEG-YBE, 762, YEG, Edmonton, 53.309700012200004, -113.580001831, YBE, Uranium City, 59.5614013671875, -108.48100280761719, 3, 06:17, 07:37, 81, 
CA161, YEG-YHZ, 3683, YEG, Edmonton, 53.309700012200004, -113.580001831, YHZ, Halifax, 44.8807983398, -63.5085983276, 0, 09:04, 14:41, 81, 
CA3040, YAB-YPG, 2649, YAB, Arctic Bay, 73.0058922479, -85.0325489044, YPG, Portage-la-prairie, 49.903099, -98.273817, 2, 07:18, 11:27, 232, 
CA1306, YUL-YKF, 572, YUL, Montreal, 45.4706001282, -73.7407989502, YKF, Waterloo, 43.460800170899994, -80.3786010742, 3, 18:54, 19:54, 81, 
CA789, YOW-XKS, 1305, YOW, Ottawa, 45.3224983215332, -75.66919708251953, XKS, Kasabonika, 53.52470016479492, -88.6427993774414, 4, 22:20, 00:22, 81, 
CA1034, YQB-YST, 1830, YQB, Quebec, 46.7911, -71.393303, YST, St. Theresa Point, 53.84560012817383, -94.85189819335938, 3, 15:36, 18:44, 110, 
